8213034705,95,2.927373,jake7870,0,95,117.5,xbox,3
8213034705,115,2.943484,davidbresler2,1,95,117.5,xbox,3
8213034705,100,2.951285,gladimacowgirl,58,95,117.5,xbox,3
8213034705,117.5,2.998947,daysrus,10,95,117.5,xbox,3
8213060420,2,0.065266,donnie4814,5,1,120,xbox,3
8213060420,15.25,0.123218,myreeceyboy,52,1,120,xbox,3
8213060420,3,0.186539,parakeet2004,5,1,120,xbox,3
8213060420,10,0.18669,parakeet2004,5,1,120,xbox,3
8213060420,24.99,0.187049,parakeet2004,5,1,120,xbox,3
8213060420,20,0.249491,bluebubbles_1,25,1,120,xbox,3
8213060420,22,0.24956,bluebubbles_1,25,1,120,xbox,3
8213060420,24,0.249653,bluebubbles_1,25,1,120,xbox,3
8213060420,26,0.249757,bluebubbles_1,25,1,120,xbox,3
8213060420,80,0.59059,sa4741,3,1,120,xbox,3
8213060420,75,0.657384,jhnsn2273,51,1,120,xbox,3
8213060420,85,0.657917,jhnsn2273,51,1,120,xbox,3
8213060420,83,0.816447,sa4741,3,1,120,xbox,3
8213060420,100,1.005903,sa4741,3,1,120,xbox,3
8213060420,100,1.012697,jhnsn2273,51,1,120,xbox,3
8213060420,110,1.013056,jhnsn2273,51,1,120,xbox,3
8213060420,105,2.79934,pagep123,2,1,120,xbox,3
8213060420,110,2.799676,pagep123,2,1,120,xbox,3
8213060420,115,2.800197,pagep123,2,1,120,xbox,3
8213060420,115,2.968495,skcardina,1,1,120,xbox,3
8213060420,117.5,2.972766,skcardina,1,1,120,xbox,3
8213060420,120,2.999722,djnoeproductions,17,1,120,xbox,3
8213067838,65.01,0.122836,eemiller007,30,29.99,132.5,xbox,3
8213067838,31,1.492153,slobman69,17,29.99,132.5,xbox,3
8213067838,50,1.766331,shaylabeau,28,29.99,132.5,xbox,3
8213067838,60,1.766563,shaylabeau,28,29.99,132.5,xbox,3
8213067838,79.01,2.088021,eemiller007,30,29.99,132.5,xbox,3
8213067838,70,2.577928,pauls4120,1,29.99,132.5,xbox,3
8213067838,75,2.578704,pauls4120,1,29.99,132.5,xbox,3
8213067838,80,2.579572,pauls4120,1,29.99,132.5,xbox,3
8213067838,100,2.835023,phatspyder02,6,29.99,132.5,xbox,3
8213067838,100,2.946308,godb_24,0,29.99,132.5,xbox,3
8213067838,120,2.946516,godb_24,0,29.99,132.5,xbox,3
8213067838,105,2.989051,unique82me,0,29.99,132.5,xbox,3
8213067838,110,2.989178,unique82me,0,29.99,132.5,xbox,3
8213067838,115,2.989317,unique82me,0,29.99,132.5,xbox,3
8213067838,120,2.989387,unique82me,0,29.99,132.5,xbox,3
8213067838,125,2.989468,unique82me,0,29.99,132.5,xbox,3
8213067838,130,2.99316,unique82me,0,29.99,132.5,xbox,3
8213067838,130,2.996516,*champaignbubbles*,202,29.99,132.5,xbox,3
8213067838,132.5,2.996632,*champaignbubbles*,202,29.99,132.5,xbox,3
8213067838,132.5,2.997789,*champaignbubbles*,202,29.99,132.5,xbox,3
8213073509,5,0.043657,jannie246,1,1,114.5,xbox,3
8213073509,1.25,0.047361,bozcat05,0,1,114.5,xbox,3
8213073509,5,0.047813,bozcat05,0,1,114.5,xbox,3
8213073509,10,0.048264,bozcat05,0,1,114.5,xbox,3
8213073509,50,0.53191,sa4741,3,1,114.5,xbox,3
8213073509,15,0.857049,gurgol123,0,1,114.5,xbox,3
8213073509,30,0.857431,gurgol123,0,1,114.5,xbox,3
8213073509,65,0.860914,gurgol123,0,1,114.5,xbox,3
8213073509,60,1.056944,padrick678,51,1,114.5,xbox,3
8213073509,80,1.805104,princezjazzie,1,1,114.5,xbox,3
8213073509,90.11,2.242083,djfelony,265,1,114.5,xbox,3
8213073509,90,2.423229,sa4741,3,1,114.5,xbox,3
8213073509,92,2.423866,sa4741,3,1,114.5,xbox,3
8213073509,101.09,2.639931,djfelony,265,1,114.5,xbox,3
8213073509,94,2.650451,midcustom,9,1,114.5,xbox,3
8213073509,96,2.650706,midcustom,9,1,114.5,xbox,3
8213073509,101,2.750023,padrick678,51,1,114.5,xbox,3
8213073509,111,2.821053,jettero88,80,1,114.5,xbox,3
8213073509,106.5,2.98066,jdubs004,0,1,114.5,xbox,3
8213073509,112,2.980856,jdubs004,0,1,114.5,xbox,3
8213073509,114.5,2.999236,rr6kids,4,1,114.5,xbox,3
8213119950,1,0.011748,bluebubbles_1,25,0.01,100,xbox,3
8213119950,30.25,0.044919,amberselectronics,1,0.01,100,xbox,3
8213119950,5,0.300961,consolidated_networking_solutions,14,0.01,100,xbox,3
8213119950,10,0.301146,consolidated_networking_solutions,14,0.01,100,xbox,3
8213119950,15,0.475266,consolidated_networking_solutions,14,0.01,100,xbox,3
8213119950,20,0.47544,consolidated_networking_solutions,14,0.01,100,xbox,3
8213119950,25,0.601574,bluebubbles_1,25,0.01,100,xbox,3
8213119950,30,0.601632,bluebubbles_1,25,0.01,100,xbox,3
8213119950,33.02,0.601701,bluebubbles_1,25,0.01,100,xbox,3
8213119950,55,2.406921,zimm2003,7,0.01,100,xbox,3
8213119950,40,2.63456,raymond1725,0,0.01,100,xbox,3
8213119950,45,2.634907,raymond1725,0,0.01,100,xbox,3
8213119950,50,2.635127,raymond1725,0,0.01,100,xbox,3
8213119950,55,2.775787,cra71,4,0.01,100,xbox,3
8213119950,60,2.775995,cra71,4,0.01,100,xbox,3
8213119950,57,2.78669,simoncharlyfelix,1,0.01,100,xbox,3
8213119950,60,2.786875,simoncharlyfelix,1,0.01,100,xbox,3
8213119950,61.5,2.787025,simoncharlyfelix,1,0.01,100,xbox,3
8213119950,70,2.837315,zimm2003,7,0.01,100,xbox,3
8213119950,63.5,2.847037,danasdeals4you,0,0.01,100,xbox,3
8213119950,70,2.847187,danasdeals4you,0,0.01,100,xbox,3
8213119950,71,2.847315,danasdeals4you,0,0.01,100,xbox,3
8213119950,72,2.851991,simoncharlyfelix,1,0.01,100,xbox,3
8213119950,76,2.871736,danasdeals4you,0,0.01,100,xbox,3
8213119950,74,2.872731,simoncharlyfelix,1,0.01,100,xbox,3
8213119950,80,2.886273,anneh8358,1,0.01,100,xbox,3
8213119950,80,2.897836,danasdeals4you,0,0.01,100,xbox,3
8213119950,81,2.897905,danasdeals4you,0,0.01,100,xbox,3
8213119950,82,2.946331,bewildered622,6,0.01,100,xbox,3
8213119950,83,2.948727,danasdeals4you,0,0.01,100,xbox,3
8213119950,100,2.959711,affreu,1,0.01,100,xbox,3
8213119950,85,2.961424,danasdeals4you,0,0.01,100,xbox,3
8213119950,90,2.961505,danasdeals4you,0,0.01,100,xbox,3
8213119950,100,2.961597,danasdeals4you,0,0.01,100,xbox,3
8213162076,50,2.554537,pinky_34,427,40,90,xbox,3
8213162076,60,2.555602,sloni2410,2,40,90,xbox,3
8213162076,56,2.572326,palmlumber72,40,40,90,xbox,3
8213162076,65,2.572616,palmlumber72,40,40,90,xbox,3
8213162076,70,2.641273,davariozzz,1,40,90,xbox,3
8213162076,67,2.814178,johnny916,327,40,90,xbox,3
8213162076,70,2.814294,johnny916,327,40,90,xbox,3
8213162076,75,2.814363,johnny916,327,40,90,xbox,3
8213162076,82,2.814722,johnny916,327,40,90,xbox,3
8213162076,89,2.914861,imaginationqueen,880,40,90,xbox,3
8213162076,85,2.969329,damch47d,16,40,90,xbox,3
8213162076,90,2.996748,damch47d,16,40,90,xbox,3
8213183841,50,2.390428,dwainessa123,32,50,96.99,xbox,3
8213183841,60,2.414803,64pman,14,50,96.99,xbox,3
8213183841,55.11,2.546134,nelsonhummer3000,2,50,96.99,xbox,3
8213183841,61.5,2.546736,nelsonhummer3000,2,50,96.99,xbox,3
8213183841,62,2.638542,bikebeltboy,4,50,96.99,xbox,3
8213183841,96.99,2.704352,pmp521,16,50,96.99,xbox,3
8213183841,64.5,2.792072,josmailbox212,0,50,96.99,xbox,3
8213183841,67.75,2.792257,josmailbox212,0,50,96.99,xbox,3
8213183841,70,2.792431,josmailbox212,0,50,96.99,xbox,3
8213183841,77.75,2.792627,josmailbox212,0,50,96.99,xbox,3
8213183841,89,2.79316,josmailbox212,0,50,96.99,xbox,3
8213183841,93,2.793507,josmailbox212,0,50,96.99,xbox,3
8213183841,95.99,2.999375,sirector,15,50,96.99,xbox,3
8213266411,120,2.813437,jbeaudoin_qc,8,100.16,127.5,xbox,3
8213266411,124,2.813553,jbeaudoin_qc,8,100.16,127.5,xbox,3
8213266411,127.5,2.975312,jbeaudoin_qc,8,100.16,127.5,xbox,3
8213266411,125,2.998044,rayray2185,42,100.16,127.5,xbox,3
8213266411,127.5,2.998831,jbeaudoin_qc,8,100.16,127.5,xbox,3
8213266439,130,2.963542,mikezor18,20,100.16,130,xbox,3
8213266439,122.5,2.997708,sodulguy,0,100.16,130,xbox,3
8213266439,127.5,2.997928,sodulguy,0,100.16,130,xbox,3
8213297233,60,0.190914,bone2faced,7,49,141,xbox,3
8213297233,70,1.73625,hawaiianperry,5,49,141,xbox,3
8213297233,70,2.104711,ktnoodle,4,49,141,xbox,3
8213297233,77,2.105081,ktnoodle,4,49,141,xbox,3
8213297233,80,2.638449,juju1381,38,49,141,xbox,3
8213297233,83,2.738866,chemheel00,62,49,141,xbox,3
8213297233,83,2.763889,uconnbabydoll1975,15,49,141,xbox,3
8213297233,85,2.76412,uconnbabydoll1975,15,49,141,xbox,3
8213297233,125,2.78103,oldmilw,4,49,141,xbox,3
8213297233,87,2.818958,metal_gear_007,6,49,141,xbox,3
8213297233,90,2.819062,metal_gear_007,6,49,141,xbox,3
8213297233,100,2.857141,mgarlie,3,49,141,xbox,3
8213297233,110,2.857465,mgarlie,3,49,141,xbox,3
8213297233,120,2.857743,mgarlie,3,49,141,xbox,3
8213297233,125,2.858044,mgarlie,3,49,141,xbox,3
8213297233,130,2.858391,mgarlie,3,49,141,xbox,3
8213297233,130,2.965162,uconnbabydoll1975,15,49,141,xbox,3
8213297233,133,2.965336,uconnbabydoll1975,15,49,141,xbox,3
8213297233,136,2.992697,katherinef7382,0,49,141,xbox,3
8213297233,138.5,2.994097,katherinef7382,0,49,141,xbox,3
8213297233,141,2.998877,gnomefury,2,49,141,xbox,3
8213297233,141,2.999514,gnomefury,2,49,141,xbox,3
8213305402,10.01,0.191516,dhenshaw69,5,0.01,137.5,xbox,3
8213305402,25,0.48625,saigriever,5,0.01,137.5,xbox,3
8213305402,15,1.667396,drawingowen2005,0,0.01,137.5,xbox,3
8213305402,16,1.924259,alarpi,0,0.01,137.5,xbox,3
8213305402,20,1.92441,alarpi,0,0.01,137.5,xbox,3
8213305402,21,1.924884,alarpi,0,0.01,137.5,xbox,3
8213305402,30,1.925208,alarpi,0,0.01,137.5,xbox,3
8213305402,27,2.077963,connie065,6,0.01,137.5,xbox,3
8213305402,29,2.433183,steve111000888,0,0.01,137.5,xbox,3
8213305402,34,2.43338,steve111000888,0,0.01,137.5,xbox,3
8213305402,32,2.554606,mniffin01,0,0.01,137.5,xbox,3
8213305402,35,2.555313,mniffin01,0,0.01,137.5,xbox,3
8213305402,65,2.569745,zimm2003,7,0.01,137.5,xbox,3
8213305402,40,2.601215,minipc1,104,0.01,137.5,xbox,3
8213305402,60,2.606123,juju1381,38,0.01,137.5,xbox,3
8213305402,68,2.60647,juju1381,38,0.01,137.5,xbox,3
8213305402,90,2.807951,42179odie,0,0.01,137.5,xbox,3
8213305402,85,2.89794,kjbatey1981,8,0.01,137.5,xbox,3
8213305402,100,2.930671,42179odie,0,0.01,137.5,xbox,3
8213305402,105,2.937072,42179odie,0,0.01,137.5,xbox,3
8213305402,135,2.942801,42179odie,0,0.01,137.5,xbox,3
8213305402,130,2.945023,danasdeals4you,0,0.01,137.5,xbox,3
8213305402,135,2.999699,cowboysok,2,0.01,137.5,xbox,3
8213305402,137.5,2.999826,cowboysok,2,0.01,137.5,xbox,3
8213318286,100,1.691088,thebutcherjb,135,99,132.55,xbox,3
8213318286,101,2.713657,imatradinstuff,265,99,132.55,xbox,3
8213318286,115,2.723391,thebutcherjb,135,99,132.55,xbox,3
8213318286,110,2.904873,dr1lofodo,20,99,132.55,xbox,3
8213318286,120.03,2.916458,yarealitycheck,10,99,132.55,xbox,3
8213318286,120,2.983715,thebutcherjb,135,99,132.55,xbox,3
8213318286,125,2.983796,thebutcherjb,135,99,132.55,xbox,3
8213318286,125.05,2.992164,wells77,64,99,132.55,xbox,3
8213318286,132.55,2.998229,gameartforyou,16,99,132.55,xbox,3
8213318286,130.05,2.999109,wells77,64,99,132.55,xbox,3
8213387444,0.99,0.410127,255ricardo,3,0.99,152,xbox,3
8213387444,2.01,0.48037,bardcatcher,40,0.99,152,xbox,3
8213387444,3.59,0.6814,jna326,0,0.99,152,xbox,3
8213387444,7,0.868819,clay78626,2,0.99,152,xbox,3
8213387444,5,0.875706,jon19athan,4,0.99,152,xbox,3
8213387444,10,0.875856,jon19athan,4,0.99,152,xbox,3
8213387444,10,0.934711,clay78626,2,0.99,152,xbox,3
8213387444,11,0.93485,clay78626,2,0.99,152,xbox,3
8213387444,20,0.934988,clay78626,2,0.99,152,xbox,3
8213387444,11.01,0.957917,bardcatcher,40,0.99,152,xbox,3
8213387444,25,1.036655,jon19athan,4,0.99,152,xbox,3
8213387444,30,1.130752,255ricardo,3,0.99,152,xbox,3
8213387444,30,1.316782,cowantaylor123,0,0.99,152,xbox,3
8213387444,32,1.317049,cowantaylor123,0,0.99,152,xbox,3
8213387444,50,1.400694,blusun25,25,0.99,152,xbox,3
8213387444,35,1.475891,cowantaylor123,0,0.99,152,xbox,3
8213387444,38,1.476331,cowantaylor123,0,0.99,152,xbox,3
8213387444,45,1.477303,cowantaylor123,0,0.99,152,xbox,3
8213387444,50,1.478322,cowantaylor123,0,0.99,152,xbox,3
8213387444,52,1.4836,cowantaylor123,0,0.99,152,xbox,3
8213387444,52,1.527257,71vdub,12,0.99,152,xbox,3
8213387444,85,1.528009,71vdub,12,0.99,152,xbox,3
8213387444,95,2.089931,dsign21,7,0.99,152,xbox,3
8213387444,90.08,2.447384,tchick4270,71,0.99,152,xbox,3
8213387444,93.26,2.447639,tchick4270,71,0.99,152,xbox,3
8213387444,100.18,2.447859,tchick4270,71,0.99,152,xbox,3
8213387444,105,2.481528,sdog153,30,0.99,152,xbox,3
8213387444,106,2.668102,pbuyyala,1,0.99,152,xbox,3
8213387444,125,2.791829,oldmilw,4,0.99,152,xbox,3
8213387444,120,2.844826,rhcs2002,28,0.99,152,xbox,3
8213387444,125,2.845012,rhcs2002,28,0.99,152,xbox,3
8213387444,150,2.845208,rhcs2002,28,0.99,152,xbox,3
8213387444,131,2.916308,uconnbabydoll1975,15,0.99,152,xbox,3
8213387444,140,2.916447,uconnbabydoll1975,15,0.99,152,xbox,3
8213387444,146,2.918681,uconnbabydoll1975,15,0.99,152,xbox,3
